campaignsUsername	blacklisted	lastlogin	password	passwordsalt	registration_date	role	Upin
test1021genuser1@goevive.com			$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2			user	TEST_1021_GEN_USER1
test1021genuser2@goevive.com			$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2			user	TEST_1021_GEN_USER2
test1021genuser3@goevive.com			$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2			user	TEST_1021_GEN_USER3
test1021genuser4@goevive.com			$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2			user	TEST_1021_GEN_USER4
test1021genuser5@goevive.com			$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2			user	TEST_1021_GEN_USER5
test1021genuser6@goevive.com			$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2			user	TEST_1021_GEN_USER6
test1021genuser7@goevive.com			$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2			user	TEST_1021_GEN_USER7
test1021genuser8@goevive.com			$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2			user	TEST_1021_GEN_USER8
test1021genuser9@goevive.com			$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2			user	TEST_1021_GEN_USER9
test1021genuser10@goevive.com			$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2			user	TEST_1021_GEN_USER10
test1021genuser11@goevive.com			$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2			user	TEST_1021_GEN_USER11
test1021genuser12@goevive.com			$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2			user	TEST_1021_GEN_USER12
test1021genuser13@goevive.com			$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2			user	TEST_1021_GEN_USER13
test1021genuser14@goevive.com			$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2			user	TEST_1021_GEN_USER14
test1021genuser15@goevive.com			$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2			user	TEST_1021_GEN_USER15
test1021genuser16@goevive.com			$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2			user	TEST_1021_GEN_USER16
test1021genuser17@goevive.com			$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2			user	TEST_1021_GEN_USER17
test1021genuser18@goevive.com			$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2			user	TEST_1021_GEN_USER18
test1021genuser19@goevive.com			$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2			user	TEST_1021_GEN_USER19
test1021genuser20@goevive.com			$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2			user	TEST_1021_GEN_USER20
test1021genuser21@goevive.com			$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2			user	TEST_1021_GEN_USER21
test1021genuser22@goevive.com			$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2			user	TEST_1021_GEN_USER22
test1021genuser23@goevive.com			$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2			user	TEST_1021_GEN_USER23
test1021genuser24@goevive.com			$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2			user	TEST_1021_GEN_USER24
test1021genuser25@goevive.com			$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2			user	TEST_1021_GEN_USER25
