Upin	FN	LN	A1	A2	C	S	PreferredAddressCategory	Z	Language	Gender	DOB	ClientCode	Ethnicity	Memberid	SubscriberID	SubscriberClientMemberID	MobileNumber	emailid_work	emailid_home	PortalUserName	PortalPassword	Fb	Twitter	Acctid	GroupNumber	SectionNumber	CoverageCode	coveragebegindate	coverageEnddate	OptinPreference	DeliveryChannel	ResponseStatus	JobStatus	JobCode	HireDate	LocationCode	FIPS	CensusTrack	CensusBlock	DeviceName	SubscriptionType	RelationShip	ResponseType	RelatedUpin	ExpectNotifMsgdate	SendingAddress	MessageType	e_ProgramLogo	ReminderURL	ReplyToEmail	SenderName	PackageCode	RxPlanCode	Insuranceplancode	DescriptorCode	County	longitude	latitude	RelationShipCode	opt_out_status	CorpCD	role	IncentiveId	prescription_drug_plan	benefit_begin_date	medical_plan_type	minor_dependent_flag	district	division	store_code	region_code	department_code	healthy_living_credit_election	orange_life_questionaire_status	tobacco_free_status	screening_status	completed_one_checklist_item	completed_two_checklist_item	completed_three_checklist_item	completed_four_checklist_item	completed_five_checklist_item	completed_six_checklist_item	mail_begin_date	email_begin_date	work_state	occ	healthy_living_credit_id	business_unit	texting_consent	benefit_summary_consent	overall_electronic_consent	mobile_begin_date	four_digit_ID	Legacy_RoleID	MemberStatus	CoverageLevel
TEST_1020_GEN_USER1	Clarence	Russell	#93455	OLD SHORE ROAD 1	arizona	AZ	OTHER	85001	en_US	M	1985-12-01	1020	ET10	1020BQ201	1020BQ201	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	Ry501				SM91047	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM121	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1013_CAMP_USER1	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	04550	CPMO	Ada County			01	OPTED_IN	EV115	role1	incentiveId_ROLE1	04550	1970-07-31	PPO	Y	LUCK	LAN	4210	3351	101	Y										2014-11-04	2014-11-04	abcd	FJUT	1020CQ301	abcd	Y	Y	E	2014-12-04	1213	CHRA1RNCHILD1Y	FTE	You Only
TEST_1020_GEN_USER2	Paul	Bishop	#93456	OLD SHORE ROAD 2	new york	NY	OTHER	00802	en_US	F	1985-12-02	1020	ET10	1020BQ202	1020BQ202	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	Ry502				SM91048	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM122	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1013_CAMP_USER1	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	04570	CPMO	Ada County			01	OPTED_IN	EV115	role1	incentiveId_ROLE1	04570	1970-07-31	PPO	Y	LUCK	LAN	4211	3352	102											2014-11-04	2014-11-04	abcd	FJUT	1020CQ302	abcd	Y	Y	E	2014-12-04	1214	CHRA1RNCHILD1Y	FTE	You Only
TEST_1020_GEN_USER3	Billy	Harvey	#93457	OLD SHORE ROAD 3	arizona	AZ	OTHER	85001	en_US	M	1985-12-03	1020	ET10	1020BQ203	1020BQ201	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	Ry503				SM91049	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM123	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1013_CAMP_USER1	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	04550	CPMO	Ada County			02	OPTED_IN	EV115	role2	incentiveId_ROLE2	04550	1970-07-31	PPO	Y	LUCK	LAN	4212	3353	103											2014-11-04	2014-11-04	abcd	FJUT	1020CQ303	abcd	Y	Y	E	2014-12-04	1215	CHRA1RNCHILD1Y	FTE	You Only
TEST_1020_GEN_USER4	Peter	Reed	#93458	OLD SHORE ROAD 4	new york	NY	OTHER	00802	en_US	F	1985-12-04	1020	ET10	1020BQ204	1020BQ202	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	Ry504				SM91050	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM124	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1013_CAMP_USER1	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	04570	CPMO	Ada County			02	OPTED_IN	EV115	role2	incentiveId_ROLE2	04570	1970-07-31	PPO	Y	LUCK	LAN	4213	3354	104											2014-11-04	2014-11-04	abcd	FJUT	1020CQ304	abcd	Y	Y	E	2014-12-04	1216	CHRA1RNCHILD1Y	FTE	You Only
TEST_1020_GEN_USER5	Ralph	Cook	#93459	OLD SHORE ROAD 5	arizona	AZ	OTHER	85001	en_US	M	1985-12-05	1020	ET10	1020BQ205	1020BQ205	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	Ry505				SM91051	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM125	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1013_CAMP_USER1	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	11031	CPMO	Ada County			01	OPTED_IN	EV115	role3	incentiveId_ROLE3	11031	1970-07-31	PPO	Y	LUCK	LAN	4214	3355	105											2014-11-04	2014-11-04	abcd	FJUT	1020CQ305	abcd	Y	Y	E	2014-12-04	1217	CHRA1RNCHILD1Y	FTE	You Only
TEST_1020_GEN_USER6	Phillip	Sims	#93460	OLD SHORE ROAD 6	new york	NY	OTHER	00802	en_US	F	1985-12-06	1020	ET10	1020BQ206	1020BQ206	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	Ry506				SM91052	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM126	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1013_CAMP_USER1	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	11041	CPMO	Ada County			01	OPTED_IN	EV115	role3	incentiveId_ROLE3	11041	1970-07-31	PPO	Y	LUCK	LAN	4215	3356	106											2014-11-04	2014-11-04	abcd	FJUT	1020CQ306	abcd	Y	Y	E	2014-12-04	1218	CHRA1RNCHILD1Y	FTE	You Only
TEST_1020_GEN_USER7	Clarence	Russell	#93461	OLD SHORE ROAD 7	arizona	AZ	OTHER	85001	en_US	M	1985-12-07	1020	ET10	1020BQ207	1020BQ205	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	Ry507				SM91053	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM127	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1013_CAMP_USER1	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	11031	CPMO	Ada County			02	OPTED_IN	EV115	role4	incentiveId_ROLE4	11031	1970-07-31	PPO	Y	LUCK	LAN	4216	3357	107											2014-11-04	2014-11-04	abcd	FJUT	1020CQ307	abcd	Y	Y	E	2014-12-04	1219	CHRA1RNCHILD1Y	FTE	You Only
TEST_1020_GEN_USER8	Paul	Bishop	#93462	OLD SHORE ROAD 8	new york	NY	OTHER	00802	en_US	F	1985-12-08	1020	ET10	1020BQ208	1020BQ206	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	Ry508				SM91054	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM128	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1013_CAMP_USER1	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	11041	CPMO	Ada County			02	OPTED_IN	EV115	role4	incentiveId_ROLE4	11041	1970-07-31	PPO	Y	LUCK	LAN	4217	3358	108											2014-11-04	2014-11-04	abcd	FJUT	1020CQ308	abcd	Y	Y	E	2014-12-04	1220	CHRA1RNCHILD1Y	FTE	You Only
TEST_1020_GEN_USER9	Billy	Harvey	#93463	OLD SHORE ROAD 9	arizona	AZ	OTHER	85001	en_US	M	1985-12-09	1020	ET10	1020BQ209	1020BQ209	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	Ry509				SM91055	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM129	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1013_CAMP_USER1	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	10063	CPMO	Ada County			01	OPTED_IN	EV115	role5	incentiveId_ROLE5	10063	1970-07-31	PPO	Y	LUCK	LAN	4218	3359	109											2014-11-04	2014-11-04	abcd	FJUT	1020CQ309	abcd	Y	Y	E	2014-12-04	1221	CHRA1RNCHILD1Y	FTE	You Only
TEST_1020_GEN_USER10	Peter	Reed	#93464	OLD SHORE ROAD 10	new york	NY	OTHER	00802	en_US	F	1985-12-10	1020	ET10	1020BQ210	1020BQ210	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	Ry510				SM91056	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM130	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1013_CAMP_USER1	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	13501	CPMO	Ada County			01	OPTED_IN	EV115	role5	incentiveId_ROLE5	13501	1970-07-31	PPO	Y	LUCK	LAN	4219	3360	110											2014-11-04	2014-11-04	abcd	FJUT	1020CQ310	abcd	Y	Y	E	2014-12-04	1222	CHRA1RNCHILD1Y	FTE	You Only
