campaignsUsername	blacklisted	lastlogin	password	passwordsalt	registration_date	role	Upin
test1020genuser1@goevive.com			$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2			user	TEST_1020_GEN_USER1
test1020genuser2@goevive.com			$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2			user	TEST_1020_GEN_USER2
test1020genuser3@goevive.com			$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2			user	TEST_1020_GEN_USER3
test1020genuser4@goevive.com			$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2			user	TEST_1020_GEN_USER4
test1020genuser5@goevive.com			$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2			user	TEST_1020_GEN_USER5
test1020genuser6@goevive.com			$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2			user	TEST_1020_GEN_USER6
test1020genuser7@goevive.com			$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2			user	TEST_1020_GEN_USER7
test1020genuser8@goevive.com			$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2			user	TEST_1020_GEN_USER8
test1020genuser9@goevive.com			$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2			user	TEST_1020_GEN_USER9
test1020genuser10@goevive.com			$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2			user	TEST_1020_GEN_USER10
test1020genuser11@goevive.com			$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2			user	TEST_1020_GEN_USER11
