Upin	FN	LN	A1	A2	C	S	PreferredAddressCategory	Z	Language	Gender	DOB	ClientCode	Ethnicity	Memberid	SubscriberID	SubscriberClientMemberID	MobileNumber	emailid_work	emailid_home	PortalUserName	PortalPassword	Fb	Twitter	Acctid	GroupNumber	SectionNumber	CoverageCode	coveragebegindate	coverageEnddate	OptinPreference	DeliveryChannel	ResponseStatus	JobStatus	JobCode	HireDate	LocationCode	FIPS	CensusTrack	CensusBlock	DeviceName	SubscriptionType	RelationShip	ResponseType	RelatedUpin	ExpectNotifMsgdate	SendingAddress	MessageType	e_ProgramLogo	ReminderURL	ReplyToEmail	SenderName	PackageCode	RxPlanCode	Insuranceplancode	DescriptorCode	County	longitude	latitude	RelationShipCode	opt_out_status	CorpCD	role	IncentiveId	prescription_drug_plan	benefit_begin_date	medical_plan_type	minor_dependent_flag	district	division	store_code	region_code	department_code	healthy_living_credit_election	orange_life_questionaire_status	tobacco_free_status	screening_status	completed_one_checklist_item	completed_two_checklist_item	completed_three_checklist_item	completed_four_checklist_item	completed_five_checklist_item	completed_six_checklist_item	mail_begin_date	email_begin_date	work_state	occ	healthy_living_credit_id	business_unit	texting_consent	benefit_summary_consent	overall_electronic_consent	mobile_begin_date	four_digit_ID	Legacy_RoleID	MemberStatus	CoverageLevel
TEST_1021_CMP_USER101	Laci	Beaven	#93455	OLD SHORE ROAD 1	arizona	AZ	OTHER	85001	en_US	M	1985-12-01	1021	ET10	1021BQ501	1021BQ501	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	RW201				SM91055	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM122	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1013_CAMP_USER1	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	01	CPMO	Ada County			01	OPTED_IN	EV115	role1	incentiveId_ROLE1	01	1970-07-31	PPO	Y	LUCK	LAN	2001	4002	187											2014-11-04	2014-11-04	abcd	FJUT	1021QW201	abcd	Y	Y	E	2014-12-04	1044	CHRA1RNCHILD1Y	FTE	You Only
TEST_1021_CMP_USER102	Lacie	Beaver	#93456	OLD SHORE ROAD 2	arizona	AZ	OTHER	85001	en_US	F	1985-12-02	1021	ET10	1021BQ502	1021BQ502	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	RW202				SM91056	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM123	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1013_CAMP_USER1	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	14	CPMO	Ada County			01	OPTED_IN	EV115	role1	incentiveId_ROLE1	14	1970-07-31	PPO	Y	LUCK	LAN	2002	4003	188											2014-11-04	2014-11-04	abcd	FJUT	1021QW202	abcd	Y	Y	E	2014-12-04	1045	CHRA1RNCHILD1Y	FTE	You Only
TEST_1021_CMP_USER103	Lacresha	Beavers	#93457	OLD SHORE ROAD 3	arizona	AZ	OTHER	85001	en_US	M	1985-12-03	1021	ET10	1021BQ503	1021BQ503	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	RW203				SM91057	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM124	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1013_CAMP_USER1	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	01	CPMO	Ada County			01	OPTED_IN	EV115	role2	incentiveId_ROLE2	01	1970-07-31	PPO	Y	LUCK	LAN	2003	4004	189											2014-11-04	2014-11-04	abcd	FJUT	1021QW203	abcd	Y	Y	E	2014-12-04	1046	CHRA1RNCHILD1Y	FTE	You Only
TEST_1021_CMP_USER104	Lacy	Beavin	#93458	OLD SHORE ROAD 4	arizona	AZ	OTHER	85001	en_US	F	1985-12-04	1021	ET10	1021BQ504	1021BQ504	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	RW204				SM91058	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM125	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1013_CAMP_USER1	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	14	CPMO	Ada County			01	OPTED_IN	EV115	role2	incentiveId_ROLE2	14	1970-07-31	PPO	Y	LUCK	LAN	2004	4005	190											2014-11-04	2014-11-04	abcd	FJUT	1021QW204	abcd	Y	Y	E	2014-12-04	1047	CHRA1RNCHILD1Y	FTE	You Only
TEST_1021_CMP_USER105	Lacy	Beavis	#93459	OLD SHORE ROAD 5	arizona	AZ	OTHER	85001	en_US	M	1985-12-05	1021	ET10	1021BQ505	1021BQ505	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	RW205				SM91059	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM126	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1013_CAMP_USER1	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	04	CPMO	Ada County			01	OPTED_IN	EV115	role3	incentiveId_ROLE3	04	1970-07-31	PPO	Y	LUCK	LAN	2005	4006	191											2014-11-04	2014-11-04	abcd	FJUT	1021QW205	abcd	Y	Y	E	2014-12-04	1048	CHRA1RNCHILD1Y	FTE	You Only
TEST_1021_CMP_USER106	Ladawn	Beaz	#93460	OLD SHORE ROAD 6	arizona	AZ	OTHER	85001	en_US	F	1985-12-06	1021	ET10	1021BQ506	1021BQ506	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	RW206				SM91060	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM127	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1013_CAMP_USER1	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	05	CPMO	Ada County			01	OPTED_IN	EV115	role3	incentiveId_ROLE3	05	1970-07-31	PPO	Y	LUCK	LAN	2006	4007	192											2014-11-04	2014-11-04	abcd	FJUT	1021QW206	abcd	Y	Y	E	2014-12-04	1049	CHRA1RNCHILD1Y	FTE	You Only
TEST_1021_CMP_USER107	Ladonna	Beazer	#93461	OLD SHORE ROAD 7	arizona	AZ	OTHER	85001	en_US	M	1985-12-07	1021	ET10	1021BQ507	1021BQ507	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	RW207				SM91061	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM128	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1013_CAMP_USER1	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	10	CPMO	Ada County			01	OPTED_IN	EV115	role3	incentiveId_ROLE3	10	1970-07-31	PPO	Y	LUCK	LAN	2007	4008	193											2014-11-04	2014-11-04	abcd	FJUT	1021QW207	abcd	Y	Y	E	2014-12-04	1050	CHRA1RNCHILD1Y	FTE	You Only
TEST_1021_CMP_USER108	Lady	Beazley	#93462	OLD SHORE ROAD 8	arizona	AZ	OTHER	85001	en_US	F	1985-12-08	1021	ET10	1021BQ508	1021BQ508	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	RW208				SM91062	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM129	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1013_CAMP_USER1	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	11	CPMO	Ada County			01	OPTED_IN	EV115	role3	incentiveId_ROLE3	11	1970-07-31	PPO	Y	LUCK	LAN	2008	4009	194											2014-11-04	2014-11-04	abcd	FJUT	1021QW208	abcd	Y	Y	E	2014-12-04	1051	CHRA1RNCHILD1Y	FTE	You Only
TEST_1021_CMP_USER109	Lael	Bebber	#93463	OLD SHORE ROAD 9	arizona	AZ	OTHER	85001	en_US	M	1985-12-09	1021	ET10	1021BQ509	1021BQ509	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	RW209				SM91063	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM130	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1013_CAMP_USER1	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	13	CPMO	Ada County			01	OPTED_IN	EV115	role3	incentiveId_ROLE3	13	1970-07-31	PPO	Y	LUCK	LAN	2009	4010	195											2014-11-04	2014-11-04	abcd	FJUT	1021QW209	abcd	Y	Y	E	2014-12-04	1052	CHRA1RNCHILD1Y	FTE	You Only
TEST_1021_CMP_USER110	Lahoma	Bebeau	#93464	OLD SHORE ROAD 10	arizona	AZ	OTHER	85001	en_US	F	1985-12-10	1021	ET10	1021BQ510	1021BQ510	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	RW210				SM91064	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM131	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1013_CAMP_USER1	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	15	CPMO	Ada County			01	OPTED_IN	EV115	role3	incentiveId_ROLE3	15	1970-07-31	PPO	Y	LUCK	LAN	2010	4011	196											2014-11-04	2014-11-04	abcd	FJUT	1021QW210	abcd	Y	Y	E	2014-12-04	1053	CHRA1RNCHILD1Y	FTE	You Only
