campaignsUsername	blacklisted	lastlogin	passwordsalt	password	registration_date	role	Upin
test1036genuser1@goevive.com				$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2		user	TEST_1036_GEN_USER1
test1036genuser2@goevive.com				$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2		user	TEST_1036_GEN_USER2
test1036genuser3@goevive.com				$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2		user	TEST_1036_GEN_USER3
test1036genuser4@goevive.com				$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2		user	TEST_1036_GEN_USER4
test1036genuser5@goevive.com				$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2		user	TEST_1036_GEN_USER5
test1036genuser6@goevive.com				$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2		user	TEST_1036_GEN_USER6
test1036genuser7@goevive.com				$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2		user	TEST_1036_GEN_USER7
test1036genuser8@goevive.com				$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2		user	TEST_1036_GEN_USER8
test1036genuser9@goevive.com				$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2		user	TEST_1036_GEN_USER9
test1036genuser10@goevive.com				$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2		user	TEST_1036_GEN_USER10
test1036genuser11@goevive.com				$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2		user	TEST_1036_GEN_USER11
test1036genuser12@goevive.com				$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2		user	TEST_1036_GEN_USER12
test1036genuser13@goevive.com				$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2		user	TEST_1036_GEN_USER13
test1036genuser14@goevive.com				$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2		user	TEST_1036_GEN_USER14
test1036genuser15@goevive.com				$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2		user	TEST_1036_GEN_USER15
test1036genuser16@goevive.com				$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2		user	TEST_1036_GEN_USER16
test1036genuser17@goevive.com				$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2		user	TEST_1036_GEN_USER17
test1036genuser18@goevive.com				$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2		user	TEST_1036_GEN_USER18
test1036genuser19@goevive.com				$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2		user	TEST_1036_GEN_USER19
test1036genuser20@goevive.com				$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2		user	TEST_1036_GEN_USER20
