Upin	FN	LN	A1	A2	C	S	PreferredAddressCategory	Z	Language	Gender	DOB	ClientCode	Ethnicity	Memberid	SubscriberID	SubscriberClientMemberID	MobileNumber	emailid_work	emailid_home	PortalUserName	PortalPassword	Fb	Twitter	Acctid	GroupNumber	SectionNumber	CoverageCode	coveragebegindate	coverageEnddate	OptinPreference	DeliveryChannel	ResponseStatus	JobStatus	JobCode	HireDate	LocationCode	FIPS	CensusTrack	CensusBlock	DeviceName	SubscriptionType	RelationShip	ResponseType	RelatedUpin	ExpectNotifMsgdate	SendingAddress	MessageType	e_ProgramLogo	ReminderURL	ReplyToEmail	SenderName	PackageCode	RxPlanCode	Insuranceplancode	DescriptorCode	County	longitude	latitude	RelationShipCode	opt_out_status	CorpCD	role	IncentiveId	prescription_drug_plan	benefit_begin_date	medical_plan_type	minor_dependent_flag	district	division	store_code	region_code	department_code	healthy_living_credit_election	orange_life_questionaire_status	tobacco_free_status	screening_status	completed_one_checklist_item	completed_two_checklist_item	completed_three_checklist_item	completed_four_checklist_item	completed_five_checklist_item	completed_six_checklist_item	mail_begin_date	email_begin_date	work_state	occ	healthy_living_credit_id	business_unit	texting_consent	benefit_summary_consent	overall_electronic_consent	mobile_begin_date	four_digit_ID	Legacy_RoleID	MemberStatus	CoverageLevel
TEST_1030_CMP_USER101	Laurene	Bergfield	#93455	OLD SHORE ROAD 1	arizona	AZ	OTHER	85001	en_US	M	1995-10-01	1030	ET10	1030MCM01	1030MCM01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	QW123				DG911101	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	MSM194	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1030_GEN_USER1	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	6137	CPMO	Ada County			01	OPTED_IN	EV115	role1	incentiveId_ROLE1	6137	1970-07-31	PPO	Y	LUCK	LAN	3123	3022	127											2014-11-04	2014-11-04	abcd	FJUT	1030RT101	abcd	Y	Y	E	2014-12-04	5001	CHRA1RNCHILD1Y	FTE	You Only
TEST_1030_CMP_USER102	Lauretta	Berggren	#93456	OLD SHORE ROAD 2	arizona	AZ	OTHER	85001	en_US	F	1995-10-02	1030	ET10	1030MCM02	1030MCM02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	QW124				DG911102	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	MSM195	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1030_GEN_USER1	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	6139	CPMO	Ada County			01	OPTED_IN	EV115	role1	incentiveId_ROLE1	6139	1970-07-31	PPO	Y	LUCK	LAN	3124	3023	128											2014-11-04	2014-11-04	abcd	FJUT	1030RT102	abcd	Y	Y	E	2014-12-04	5002	CHRA1RNCHILD1Y	FTE	You Only
TEST_1030_CMP_USER103	Laurette	Bergh	#93457	OLD SHORE ROAD 3	arizona	AZ	OTHER	85001	en_US	M	1995-10-03	1030	ET10	1030MCM03	1030MCM03	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	QW125				DG911103	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	MSM196	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1030_GEN_USER1	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	6143	CPMO	Ada County			01	OPTED_IN	EV115	role1	incentiveId_ROLE1	6143	1970-07-31	PPO	Y	LUCK	LAN	3125	3024	129											2014-11-04	2014-11-04	abcd	FJUT	1030RT103	abcd	Y	Y	E	2014-12-04	5003	CHRA1RNCHILD1Y	FTE	You Only
TEST_1030_CMP_USER104	Lauri	Bergholm	#93458	OLD SHORE ROAD 4	arizona	AZ	OTHER	85001	en_US	F	1995-10-04	1030	ET10	1030MCM04	1030MCM04	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	QW126				DG911104	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	MSM197	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1030_GEN_USER1	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	6175	CPMO	Ada County			01	OPTED_IN	EV115	role1	incentiveId_ROLE1	6175	1970-07-31	PPO	Y	LUCK	LAN	3126	3025	130											2014-11-04	2014-11-04	abcd	FJUT	1030RT104	abcd	Y	Y	E	2014-12-04	5004	CHRA1RNCHILD1Y	FTE	You Only
TEST_1030_CMP_USER105	Laurice	Bergholz	#93459	OLD SHORE ROAD 5	arizona	AZ	OTHER	85001	en_US	M	1995-10-05	1030	ET10	1030MCM05	1030MCM05	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	QW127				DG911105	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	MSM198	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1030_GEN_USER1	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	6177	CPMO	Ada County			01	OPTED_IN	EV115	role1	incentiveId_ROLE1	6177	1970-07-31	PPO	Y	LUCK	LAN	3127	3026	131											2014-11-04	2014-11-04	abcd	FJUT	1030RT105	abcd	Y	Y	E	2014-12-04	5005	CHRA1RNCHILD1Y	FTE	You Only
TEST_1030_CMP_USER106	Laurie	Bergin	#93460	OLD SHORE ROAD 6	arizona	AZ	OTHER	85001	en_US	F	1995-10-06	1030	ET10	1030MCM06	1030MCM06	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	QW128				DG911106	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	MSM199	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1030_GEN_USER1	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	6178	CPMO	Ada County			01	OPTED_IN	EV115	role1	incentiveId_ROLE1	6178	1970-07-31	PPO	Y	LUCK	LAN	3128	3027	132											2014-11-04	2014-11-04	abcd	FJUT	1030RT106	abcd	Y	Y	E	2014-12-04	5006	CHRA1RNCHILD1Y	FTE	You Only
TEST_1030_CMP_USER107	Laurinda	Bergland	#93461	OLD SHORE ROAD 7	arizona	AZ	OTHER	85001	en_US	M	1995-10-07	1030	ET10	1030MCM07	1030MCM07	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	QW129				DG911107	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	MSM200	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1030_GEN_USER1	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	6179	CPMO	Ada County			01	OPTED_IN	EV115	role1	incentiveId_ROLE1	6179	1970-07-31	PPO	Y	LUCK	LAN	3129	3028	133											2014-11-04	2014-11-04	abcd	FJUT	1030RT107	abcd	Y	Y	E	2014-12-04	5007	CHRA1RNCHILD1Y	FTE	You Only
TEST_1030_CMP_USER108	Laurine	Berglund	#93462	OLD SHORE ROAD 8	arizona	AZ	OTHER	85001	en_US	F	1995-10-08	1030	ET10	1030MCM08	1030MCM08	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	QW130				DG911108	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	MSM201	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1030_GEN_USER1	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	9014	CPMO	Ada County			01	OPTED_IN	EV115	role1	incentiveId_ROLE1	9014	1970-07-31	PPO	Y	LUCK	LAN	3130	3029	134											2014-11-04	2014-11-04	abcd	FJUT	1030RT108	abcd	Y	Y	E	2014-12-04	5008	CHRA1RNCHILD1Y	FTE	You Only
TEST_1030_CMP_USER109	Lauryn	Bergman	#93463	OLD SHORE ROAD 9	arizona	AZ	OTHER	85001	en_US	M	1995-10-09	1030	ET10	1030MCM09	1030MCM09	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	QW131				DG911109	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	MSM202	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1030_GEN_USER1	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	9015	CPMO	Ada County			01	OPTED_IN	EV115	role1	incentiveId_ROLE1	9015	1970-07-31	PPO	Y	LUCK	LAN	3131	3030	135											2014-11-04	2014-11-04	abcd	FJUT	1030RT109	abcd	Y	Y	E	2014-12-04	5009	CHRA1RNCHILD1Y	FTE	You Only
TEST_1030_CMP_USER110	Lavada	Bergmann	#93464	OLD SHORE ROAD 10	arizona	AZ	OTHER	85001	en_US	F	1995-10-10	1030	ET10	1030MCM10	1030MCM10	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	QW132				DG911110	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	MSM203	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1030_GEN_USER1	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	9023	CPMO	Ada County			01	OPTED_IN	EV115	role1	incentiveId_ROLE1	9023	1970-07-31	PPO	Y	LUCK	LAN	3132	3031	136											2014-11-04	2014-11-04	abcd	FJUT	1030RT110	abcd	Y	Y	E	2014-12-04	5010	CHRA1RNCHILD1Y	FTE	You Only
