campaignsUsername	blacklisted	lastlogin	password	passwordsalt	registration_date	role	Upin
test1030cmpuser101@goevive.com			$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2			user	TEST_1030_CMP_USER101
test1030cmpuser102@goevive.com			$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2			user	TEST_1030_CMP_USER102
test1030cmpuser103@goevive.com			$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2			user	TEST_1030_CMP_USER103
test1030cmpuser104@goevive.com			$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2			user	TEST_1030_CMP_USER104
test1030cmpuser105@goevive.com			$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2			user	TEST_1030_CMP_USER105
test1030cmpuser106@goevive.com			$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2			user	TEST_1030_CMP_USER106
test1030cmpuser107@goevive.com			$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2			user	TEST_1030_CMP_USER107
test1030cmpuser108@goevive.com			$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2			user	TEST_1030_CMP_USER108
test1030cmpuser109@goevive.com			$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2			user	TEST_1030_CMP_USER109
test1030cmpuser110@goevive.com			$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2			user	TEST_1030_CMP_USER110
test1030cmpuser111@goevive.com			$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2			user	TEST_1030_CMP_USER111
test1030cmpuser112@goevive.com			$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2			user	TEST_1030_CMP_USER112
test1030cmpuser113@goevive.com			$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2			user	TEST_1030_CMP_USER113
test1030cmpuser114@goevive.com			$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2			user	TEST_1030_CMP_USER114
test1030cmpuser115@goevive.com			$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2			user	TEST_1030_CMP_USER115
test1030cmpuser116@goevive.com			$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2			user	TEST_1030_CMP_USER116
test1030cmpuser117@goevive.com			$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2			user	TEST_1030_CMP_USER117
test1030cmpuser118@goevive.com			$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2			user	TEST_1030_CMP_USER118
test1030cmpuser119@goevive.com			$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2			user	TEST_1030_CMP_USER119
test1030cmpuser120@goevive.com			$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2			user	TEST_1030_CMP_USER120
test1030cmpuser121@goevive.com			$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2			user	TEST_1030_CMP_USER121
test1030cmpuser122@goevive.com			$2a$12$StlPCyQSTmEvLGSS3DqIgu/APrxSYDeDk938/rv7awB7YF8QD8vj2			user	TEST_1030_CMP_USER122
